fund_id,open,high,low,close,average,weighted_average,base_volume,traded_volume,interval_starts_at,interval_ends_at
BTCEUR,37825.0,38076.19,37825.0,38076.19,37960.94666,37974.93397,1135.45048,0.0299,2022-02-11T03:00:00.000Z,2022-02-11T04:00:00.000Z
BTCEUR,38076.19,38076.19,37820.49,37820.49,37921.8828,38024.40376,4825.29683,0.1269,2022-02-11T04:00:00.000Z,2022-02-11T05:00:00.000Z
BTCEUR,37820.49,37825.0,37704.0,37704.0,37767.79838,37755.56632,513.47569,0.0136,2022-02-11T05:00:00.000Z,2022-02-11T06:00:00.000Z
BTCEUR,37681.17,38070.79,37681.17,38068.22,37947.75929,38050.37207,40862.29452,1.0739,2022-02-11T06:00:00.000Z,2022-02-11T07:00:00.000Z
BTCEUR,38050.67,38103.58,38000.0,38103.58,38040.12575,38001.44597,58203.01463,1.5316,2022-02-11T07:00:00.000Z,2022-02-11T08:00:00.000Z
BTCEUR,38103.58,38241.7,37825.27,37825.27,38105.31731,38142.68882,24705.01951,0.6477,2022-02-11T08:00:00.000Z,2022-02-11T09:00:00.000Z
BTCEUR,37825.27,38342.49,37727.68,38305.2,38122.6817,38260.02798,42740.27722,1.1171,2022-02-11T09:00:00.000Z,2022-02-11T10:00:00.000Z
BTCEUR,38305.2,38329.06,38079.0,38250.0,38210.79483,38259.08563,75171.4514,1.9648,2022-02-11T10:00:00.000Z,2022-02-11T11:00:00.000Z
BTCEUR,38250.0,38306.7,38138.7,38138.7,38210.32362,38228.09255,74697.69281,1.954,2022-02-11T11:00:00.000Z,2022-02-11T12:00:00.000Z
BTCEUR,38129.0,38380.45,38086.73,38233.83,38195.29227,38226.23273,28879.91879,0.7555,2022-02-11T12:00:00.000Z,2022-02-11T13:00:00.000Z
BTCEUR,38233.83,38464.99,38233.83,38464.99,38396.38577,38328.68822,12403.16346,0.3236,2022-02-11T13:00:00.000Z,2022-02-11T14:00:00.000Z
BTCEUR,38467.75,38623.86,38189.74,38308.61,38404.71328,38376.05273,34787.8917,0.9065,2022-02-11T14:00:00.000Z,2022-02-11T15:00:00.000Z
BTCEUR,38308.61,38541.38,38308.61,38379.0,38448.41671,38450.10117,3456.66397,0.0899,2022-02-11T15:00:00.000Z,2022-02-11T16:00:00.000Z
BTCEUR,38379.0,38379.0,38200.0,38275.0,38290.39564,38232.34035,12104.35892,0.3166,2022-02-11T16:00:00.000Z,2022-02-11T17:00:00.000Z
BTCEUR,38275.0,38378.73,38170.51,38211.71,38269.99353,38222.43825,15063.46289,0.3941,2022-02-11T17:00:00.000Z,2022-02-11T18:00:00.000Z
BTCEUR,38211.71,38264.89,37694.7,37699.47,37919.52639,37912.94967,5000.71796,0.1319,2022-02-11T18:00:00.000Z,2022-02-11T19:00:00.000Z
BTCEUR,37693.02,37929.24,37222.22,37685.89,37557.40523,37598.70686,36921.93,0.982,2022-02-11T19:00:00.000Z,2022-02-11T20:00:00.000Z
BTCEUR,37685.89,37712.3,37242.69,37323.33,37415.45027,37387.35943,18944.17493,0.5067,2022-02-11T20:00:00.000Z,2022-02-11T21:00:00.000Z
BTCEUR,37328.18,37627.04,37313.5,37527.12,37533.52756,37534.16658,65020.43675,1.7323,2022-02-11T21:00:00.000Z,2022-02-11T22:00:00.000Z
BTCEUR,37527.12,37546.56,37144.44,37144.44,37293.30228,37263.4709,1922.79507,0.0516,2022-02-11T22:00:00.000Z,2022-02-11T23:00:00.000Z
BTCEUR,37144.44,37375.0,37114.28,37304.0,37224.34303,37227.09241,908.34104,0.0244,2022-02-11T23:00:00.000Z,2022-02-12T00:00:00.000Z
BTCEUR,37304.0,37383.44,37214.24,37214.24,37286.9852,37236.34387,4170.4705,0.112,2022-02-12T00:00:00.000Z,2022-02-12T01:00:00.000Z
BTCEUR,37214.24,37442.98,37214.24,37442.98,37375.43238,37377.13977,328.91882,0.0088,2022-02-12T01:00:00.000Z,2022-02-12T02:00:00.000Z
BTCEUR,37442.98,37451.4,37442.98,37451.4,37450.46666,37450.71707,153.54794,0.0041,2022-02-12T02:00:00.000Z,2022-02-12T03:00:00.000Z
BTCEUR,37451.4,37524.48,37279.0,37383.91,37401.97253,37393.89771,1147.99262,0.0307,2022-02-12T03:00:00.000Z,2022-02-12T04:00:00.000Z
BTCEUR,37383.91,37524.62,37329.0,37329.0,37461.84366,37469.07124,1022.9056,0.0273,2022-02-12T04:00:00.000Z,2022-02-12T05:00:00.000Z
BTCEUR,37329.0,37446.35,37279.0,37421.26,37389.00673,37390.23902,1035.70959,0.0277,2022-02-12T05:00:00.000Z,2022-02-12T06:00:00.000Z
BTCEUR,37421.26,37427.57,36891.84,37100.0,37165.3198,37118.71241,9045.83017,0.2437,2022-02-12T06:00:00.000Z,2022-02-12T07:00:00.000Z
BTCEUR,37142.86,37229.06,37133.45,37133.45,37167.35625,37180.86958,531.68642,0.0143,2022-02-12T07:00:00.000Z,2022-02-12T08:00:00.000Z
BTCEUR,37133.45,37367.3,37133.45,37367.3,37324.04982,37330.32415,1500.679,0.0402,2022-02-12T08:00:00.000Z,2022-02-12T09:00:00.000Z
BTCEUR,37367.3,37515.63,37329.0,37379.0,37406.91527,37439.49059,1246.73503,0.0333,2022-02-12T09:00:00.000Z,2022-02-12T10:00:00.000Z
BTCEUR,37379.0,37440.56,37204.0,37275.0,37284.4664,37309.69978,686.49847,0.0184,2022-02-12T10:00:00.000Z,2022-02-12T11:00:00.000Z
BTCEUR,37275.0,37430.5,37075.59,37337.62,37232.54174,37189.08918,11844.72486,0.3185,2022-02-12T11:00:00.000Z,2022-02-12T12:00:00.000Z
BTCEUR,37375.0,37449.99,37304.0,37374.99,37377.26384,37393.15865,2254.80744,0.0603,2022-02-12T12:00:00.000Z,2022-02-12T13:00:00.000Z
BTCEUR,37374.99,37449.99,37137.7,37137.7,37318.76983,37316.70566,1350.86473,0.0362,2022-02-12T13:00:00.000Z,2022-02-12T14:00:00.000Z
BTCEUR,37137.7,37324.99,36966.74,37100.0,37124.19216,37074.95486,3703.78797,0.0999,2022-02-12T14:00:00.000Z,2022-02-12T15:00:00.000Z
BTCEUR,37100.0,37183.99,36911.23,37183.99,37036.6239,37048.51364,76431.08357,2.063,2022-02-12T15:00:00.000Z,2022-02-12T16:00:00.000Z
BTCEUR,37183.99,37733.93,37143.7,37733.93,37476.98423,37508.38912,10269.79691,0.2738,2022-02-12T16:00:00.000Z,2022-02-12T17:00:00.000Z
BTCEUR,37733.93,37749.94,37579.0,37694.74,37651.72033,37689.90214,2743.82486,0.0728,2022-02-12T17:00:00.000Z,2022-02-12T18:00:00.000Z
BTCEUR,37694.74,37971.33,37694.74,37850.16,37864.558,37873.11778,1920.16703,0.0507,2022-02-12T18:00:00.000Z,2022-02-12T19:00:00.000Z
BTCEUR,37850.16,37850.16,37630.0,37697.4,37707.87126,37747.77401,21489.80773,0.5693,2022-02-12T19:00:00.000Z,2022-02-12T20:00:00.000Z
BTCEUR,37697.4,37724.98,37530.69,37579.0,37627.87296,37599.36291,3387.70256,0.0901,2022-02-12T20:00:00.000Z,2022-02-12T21:00:00.000Z
BTCEUR,37579.0,37619.07,36784.35,36864.31,37211.23917,36890.99933,18722.1821,0.5075,2022-02-12T21:00:00.000Z,2022-02-12T22:00:00.000Z
BTCEUR,36900.0,37154.23,36895.33,37100.0,37026.36432,37055.29819,15652.15796,0.4224,2022-02-12T22:00:00.000Z,2022-02-12T23:00:00.000Z
BTCEUR,37100.0,37275.0,37100.0,37274.99,37214.36093,37232.58649,510.08643,0.0137,2022-02-12T23:00:00.000Z,2022-02-13T00:00:00.000Z
BTCEUR,37274.99,37430.8,37274.99,37428.87,37365.87541,37363.48971,1494.53957,0.04,2022-02-13T00:00:00.000Z,2022-02-13T01:00:00.000Z
BTCEUR,37428.87,37494.41,37279.0,37279.0,37373.31124,37412.23128,433.98187,0.0116,2022-02-13T01:00:00.000Z,2022-02-13T02:00:00.000Z
BTCEUR,37279.0,37305.8,37179.0,37305.8,37233.09476,37250.66499,640.71142,0.0172,2022-02-13T02:00:00.000Z,2022-02-13T03:00:00.000Z
BTCEUR,37305.8,37375.2,37229.0,37304.0,37320.92203,37326.10761,862.23306,0.0231,2022-02-13T03:00:00.000Z,2022-02-13T04:00:00.000Z
BTCEUR,37363.51,37372.03,37229.0,37296.48,37328.72166,37335.58069,701.90889,0.0188,2022-02-13T04:00:00.000Z,2022-02-13T05:00:00.000Z
BTCEUR,37296.48,37377.44,37204.0,37347.89,37321.7667,37327.45899,1750.65775,0.0469,2022-02-13T05:00:00.000Z,2022-02-13T06:00:00.000Z
BTCEUR,37347.89,37502.06,37304.0,37474.29,37415.67021,37427.75928,1789.04683,0.0478,2022-02-13T06:00:00.000Z,2022-02-13T07:00:00.000Z
BTCEUR,37474.29,37498.77,37379.0,37456.81,37445.65333,37493.6596,16887.14427,0.4504,2022-02-13T07:00:00.000Z,2022-02-13T08:00:00.000Z
BTCEUR,37456.81,37554.82,37456.81,37554.82,37507.34483,37504.44831,5085.60317,0.1356,2022-02-13T08:00:00.000Z,2022-02-13T09:00:00.000Z
BTCEUR,37554.82,37554.82,37354.0,37354.0,37438.38041,37482.79891,5813.5821,0.1551,2022-02-13T09:00:00.000Z,2022-02-13T10:00:00.000Z
BTCEUR,37346.22,37579.45,37304.0,37484.09,37433.14201,37471.64836,5703.18485,0.1522,2022-02-13T10:00:00.000Z,2022-02-13T11:00:00.000Z
BTCEUR,37484.09,37631.93,37484.09,37599.51,37566.79089,37588.4011,2198.92143,0.0585,2022-02-13T11:00:00.000Z,2022-02-13T12:00:00.000Z
BTCEUR,37599.51,37650.41,37529.0,37529.0,37584.30607,37628.10679,2750.61459,0.0731,2022-02-13T12:00:00.000Z,2022-02-13T13:00:00.000Z
BTCEUR,37529.0,37649.99,37529.0,37529.0,37575.34018,37598.48349,665.49314,0.0177,2022-02-13T13:00:00.000Z,2022-02-13T14:00:00.000Z
BTCEUR,37529.0,37625.0,37329.0,37450.0,37467.3726,37484.89786,6612.33594,0.1764,2022-02-13T14:00:00.000Z,2022-02-13T15:00:00.000Z
BTCEUR,37450.0,37749.94,37450.0,37653.16,37623.15019,37632.43073,2186.44417,0.0581,2022-02-13T15:00:00.000Z,2022-02-13T16:00:00.000Z
BTCEUR,37604.0,37604.0,37279.0,37360.71,37435.6588,37518.00757,7154.684,0.1907,2022-02-13T16:00:00.000Z,2022-02-13T17:00:00.000Z
BTCEUR,37360.71,37360.71,37218.66,37254.0,37272.36535,37329.20647,3964.36171,0.1062,2022-02-13T17:00:00.000Z,2022-02-13T18:00:00.000Z
BTCEUR,37254.0,37375.0,37029.0,37029.0,37228.32166,37184.27246,2547.12262,0.0685,2022-02-13T18:00:00.000Z,2022-02-13T19:00:00.000Z
BTCEUR,37067.29,37274.99,36974.85,37069.46,37121.01656,37072.34115,2728.52428,0.0736,2022-02-13T19:00:00.000Z,2022-02-13T20:00:00.000Z
BTCEUR,37069.46,37400.74,37069.46,37400.74,37256.0144,37271.54522,5888.90413,0.158,2022-02-13T20:00:00.000Z,2022-02-13T21:00:00.000Z
BTCEUR,37400.74,37490.67,37254.0,37349.99,37379.29503,37416.11662,954.11094,0.0255,2022-02-13T21:00:00.000Z,2022-02-13T22:00:00.000Z
BTCEUR,37296.01,37449.99,37296.01,37326.24,37381.68534,37338.65697,8184.63359,0.2192,2022-02-13T22:00:00.000Z,2022-02-13T23:00:00.000Z
BTCEUR,37326.24,37326.24,37066.92,37066.92,37208.8255,37176.58953,1275.15701,0.0343,2022-02-13T23:00:00.000Z,2022-02-14T00:00:00.000Z
BTCEUR,37066.92,37066.92,37029.0,37034.14,37031.71,37031.27999,92.5782,0.0025,2022-02-14T00:00:00.000Z,2022-02-14T01:00:00.000Z
BTCEUR,37034.14,37034.14,36687.34,36729.01,36824.01538,36780.31181,5995.19081,0.163,2022-02-14T01:00:00.000Z,2022-02-14T02:00:00.000Z
BTCEUR,36729.01,36850.0,36729.01,36817.18,36818.7225,36813.06346,95.71395,0.0026,2022-02-14T02:00:00.000Z,2022-02-14T03:00:00.000Z
BTCEUR,36817.18,37021.54,36779.0,37021.54,36928.11937,36929.16617,830.90622,0.0225,2022-02-14T03:00:00.000Z,2022-02-14T04:00:00.000Z
BTCEUR,37021.4,37040.58,36983.74,37040.58,37015.58055,37014.20102,1084.51605,0.0293,2022-02-14T04:00:00.000Z,2022-02-14T05:00:00.000Z
BTCEUR,37040.58,37053.75,36876.9,36914.52,36967.66583,36901.37242,112733.69271,3.055,2022-02-14T05:00:00.000Z,2022-02-14T06:00:00.000Z
BTCEUR,36865.74,37266.06,36829.06,37266.06,36990.00865,36936.59521,15986.15834,0.4328,2022-02-14T06:00:00.000Z,2022-02-14T07:00:00.000Z
BTCEUR,37266.06,37348.27,37220.35,37348.27,37280.12891,37268.88242,1751.63746,0.047,2022-02-14T07:00:00.000Z,2022-02-14T08:00:00.000Z
BTCEUR,37348.27,37400.74,37172.78,37275.0,37292.45448,37201.51665,4419.54015,0.1188,2022-02-14T08:00:00.000Z,2022-02-14T09:00:00.000Z
BTCEUR,37275.0,37275.0,37159.21,37204.0,37217.30444,37237.1049,1325.64093,0.0356,2022-02-14T09:00:00.000Z,2022-02-14T10:00:00.000Z
BTCEUR,37204.0,37400.0,37155.52,37400.0,37276.64853,37238.85029,45490.97948,1.2216,2022-02-14T10:00:00.000Z,2022-02-14T11:00:00.000Z
BTCEUR,37400.0,37419.06,37329.0,37329.0,37382.50555,37404.23259,302.97427,0.0081,2022-02-14T11:00:00.000Z,2022-02-14T12:00:00.000Z
BTCEUR,37329.0,37554.84,37229.0,37554.84,37358.05537,37367.99868,2641.91744,0.0707,2022-02-14T12:00:00.000Z,2022-02-14T13:00:00.000Z
BTCEUR,37554.84,37728.33,37554.84,37649.63,37631.70583,37627.8024,10814.23039,0.2874,2022-02-14T13:00:00.000Z,2022-02-14T14:00:00.000Z
BTCEUR,37649.63,37825.0,37586.32,37713.52,37714.232,37646.56615,68241.93045,1.8127,2022-02-14T14:00:00.000Z,2022-02-14T15:00:00.000Z
BTCEUR,37713.52,37799.98,37398.45,37728.45,37630.27465,37554.20001,75341.23598,2.0062,2022-02-14T15:00:00.000Z,2022-02-14T16:00:00.000Z
BTCEUR,37704.0,37939.33,37704.0,37776.05,37849.28879,37849.34792,42716.77402,1.1286,2022-02-14T16:00:00.000Z,2022-02-14T17:00:00.000Z
BTCEUR,37776.05,37853.85,37692.66,37692.66,37776.68825,37810.04166,45315.33492,1.1985,2022-02-14T17:00:00.000Z,2022-02-14T18:00:00.000Z
BTCEUR,37740.62,37799.99,37477.29,37477.29,37642.45528,37632.82717,51775.24355,1.3758,2022-02-14T18:00:00.000Z,2022-02-14T19:00:00.000Z
BTCEUR,37437.47,37445.16,37116.66,37316.3,37300.82191,37251.6585,15422.18655,0.414,2022-02-14T19:00:00.000Z,2022-02-14T20:00:00.000Z
BTCEUR,37316.3,37472.21,37279.0,37400.54,37386.46053,37406.94927,1346.65015,0.036,2022-02-14T20:00:00.000Z,2022-02-14T21:00:00.000Z
BTCEUR,37400.54,37446.39,37304.0,37425.0,37377.87,37396.6784,467.45847,0.0125,2022-02-14T21:00:00.000Z,2022-02-14T22:00:00.000Z
BTCEUR,37425.0,37845.12,37425.0,37799.99,37693.37061,37645.72753,16202.72108,0.4304,2022-02-14T22:00:00.000Z,2022-02-14T23:00:00.000Z
BTCEUR,37799.99,37879.11,37693.73,37714.0,37795.29633,37798.16157,767.30265,0.0203,2022-02-14T23:00:00.000Z,2022-02-15T00:00:00.000Z
BTCEUR,37714.0,37739.18,37554.0,37640.39,37650.1812,37564.57032,8917.82899,0.2374,2022-02-15T00:00:00.000Z,2022-02-15T01:00:00.000Z
BTCEUR,37650.0,38526.96,37650.0,38429.0,38085.50855,38026.99089,46526.02332,1.2235,2022-02-15T01:00:00.000Z,2022-02-15T02:00:00.000Z
BTCEUR,38429.0,38600.0,38429.0,38504.0,38512.71888,38524.19922,500.81457,0.013,2022-02-15T02:00:00.000Z,2022-02-15T03:00:00.000Z
BTCEUR,38504.0,38646.97,38504.0,38607.01,38610.84589,38637.10395,12545.46762,0.3247,2022-02-15T03:00:00.000Z,2022-02-15T04:00:00.000Z
BTCEUR,38607.01,38668.03,38435.86,38509.97,38547.28471,38448.03423,15483.02335,0.4027,2022-02-15T04:00:00.000Z,2022-02-15T05:00:00.000Z
BTCEUR,38509.97,38599.5,38429.0,38587.55,38553.86,38594.36342,4303.2715,0.1115,2022-02-15T05:00:00.000Z,2022-02-15T06:00:00.000Z
BTCEUR,38587.55,38671.75,38529.0,38529.0,38610.78235,38627.61065,1120.20067,0.029,2022-02-15T06:00:00.000Z,2022-02-15T07:00:00.000Z
BTCEUR,38529.0,38711.39,38515.9,38711.39,38607.17869,38601.64011,37227.42172,0.9644,2022-02-15T07:00:00.000Z,2022-02-15T08:00:00.000Z
BTCEUR,38711.39,38875.0,38711.39,38841.35,38798.74951,38793.57976,38215.55535,0.9851,2022-02-15T08:00:00.000Z,2022-02-15T09:00:00.000Z
BTCEUR,38841.35,38913.42,38704.0,38913.42,38816.47518,38857.87162,8451.58706,0.2175,2022-02-15T09:00:00.000Z,2022-02-15T10:00:00.000Z
BTCEUR,38913.42,39053.86,38804.0,39053.86,38949.00413,38978.93601,30380.1827,0.7794,2022-02-15T10:00:00.000Z,2022-02-15T11:00:00.000Z
BTCEUR,39053.86,39216.22,38950.0,39104.0,39056.46346,39011.45121,61006.10738,1.5638,2022-02-15T11:00:00.000Z,2022-02-15T12:00:00.000Z
BTCEUR,39079.0,39120.56,38954.01,38999.99,39031.702,39000.7469,58618.12259,1.503,2022-02-15T12:00:00.000Z,2022-02-15T13:00:00.000Z
BTCEUR,38999.99,39051.54,38880.66,38979.0,38984.58059,38969.33781,108880.3298,2.794,2022-02-15T13:00:00.000Z,2022-02-15T14:00:00.000Z
BTCEUR,38979.0,39193.17,38762.82,39193.17,39069.5424,38961.77458,114134.62241,2.9294,2022-02-15T14:00:00.000Z,2022-02-15T15:00:00.000Z
BTCEUR,39168.81,39187.37,39029.0,39032.21,39082.84089,39058.98016,42582.10013,1.0902,2022-02-15T15:00:00.000Z,2022-02-15T16:00:00.000Z
BTCEUR,39032.21,39032.21,38875.0,38875.0,38966.70486,38961.00678,2061.03724,0.0529,2022-02-15T16:00:00.000Z,2022-02-15T17:00:00.000Z
BTCEUR,38875.0,38919.94,38711.3,38712.15,38781.55936,38731.45402,15248.57342,0.3937,2022-02-15T17:00:00.000Z,2022-02-15T18:00:00.000Z
BTCEUR,38712.15,38934.49,38700.88,38878.91,38834.30068,38868.21122,4800.22405,0.1235,2022-02-15T18:00:00.000Z,2022-02-15T19:00:00.000Z
BTCEUR,38878.91,38897.25,38779.0,38849.55,38839.73571,38859.08258,450.76535,0.0116,2022-02-15T19:00:00.000Z,2022-02-15T20:00:00.000Z
BTCEUR,38849.55,38921.22,38696.72,38911.92,38832.37547,38866.30331,1088.25649,0.028,2022-02-15T20:00:00.000Z,2022-02-15T21:00:00.000Z
BTCEUR,38921.47,38949.06,38754.0,38806.57,38835.20931,38914.04091,2899.09604,0.0745,2022-02-15T21:00:00.000Z,2022-02-15T22:00:00.000Z
BTCEUR,38806.57,39046.81,38806.57,38954.0,38923.24122,38903.67893,3260.12828,0.0838,2022-02-15T22:00:00.000Z,2022-02-15T23:00:00.000Z
BTCEUR,38954.0,39301.01,38927.75,39249.9,39094.46704,39167.11189,5890.73361,0.1504,2022-02-15T23:00:00.000Z,2022-02-16T00:00:00.000Z
BTCEUR,39249.9,39249.9,38929.0,38940.58,39049.94642,39026.8448,503.44629,0.0129,2022-02-16T00:00:00.000Z,2022-02-16T01:00:00.000Z
BTCEUR,38940.58,38940.58,38770.84,38770.84,38851.9993,38822.54116,1552.90164,0.04,2022-02-16T01:00:00.000Z,2022-02-16T02:00:00.000Z
BTCEUR,38770.84,38770.84,38758.87,38758.87,38764.5625,38763.74555,139.54948,0.0036,2022-02-16T02:00:00.000Z,2022-02-16T03:00:00.000Z
BTCEUR,38758.87,38973.94,38758.87,38845.24,38891.37233,38870.07388,1659.75211,0.0427,2022-02-16T03:00:00.000Z,2022-02-16T04:00:00.000Z
BTCEUR,38804.0,38835.49,38490.05,38708.4,38671.1635,38605.54241,4516.84841,0.117,2022-02-16T04:00:00.000Z,2022-02-16T05:00:00.000Z
BTCEUR,38708.4,38900.0,38708.4,38896.77,38825.13666,38809.61627,729.62077,0.0188,2022-02-16T05:00:00.000Z,2022-02-16T06:00:00.000Z
BTCEUR,38896.77,38913.12,38829.0,38829.0,38896.3275,38904.38944,840.33478,0.0216,2022-02-16T06:00:00.000Z,2022-02-16T07:00:00.000Z
BTCEUR,38829.0,38945.67,38744.4,38945.67,38816.19997,38933.83709,9118.30462,0.2342,2022-02-16T07:00:00.000Z,2022-02-16T08:00:00.000Z
BTCEUR,38945.67,38952.31,38829.0,38829.0,38908.66533,38944.77645,4825.25779,0.1239,2022-02-16T08:00:00.000Z,2022-02-16T09:00:00.000Z
BTCEUR,38850.71,38851.4,38779.0,38779.0,38818.766,38832.36342,1926.08522,0.0496,2022-02-16T09:00:00.000Z,2022-02-16T10:00:00.000Z
BTCEUR,38754.0,38816.89,38635.22,38724.84,38741.79314,38752.12695,3092.41969,0.0798,2022-02-16T10:00:00.000Z,2022-02-16T11:00:00.000Z
BTCEUR,38800.0,38920.6,38762.81,38908.34,38851.24345,38783.45674,11825.07592,0.3049,2022-02-16T11:00:00.000Z,2022-02-16T12:00:00.000Z
BTCEUR,38908.34,38908.34,38754.0,38779.86,38788.92166,38800.82324,1276.54708,0.0329,2022-02-16T12:00:00.000Z,2022-02-16T13:00:00.000Z
BTCEUR,38779.86,38849.73,38433.42,38433.42,38651.0987,38648.60388,3745.04966,0.0969,2022-02-16T13:00:00.000Z,2022-02-16T14:00:00.000Z
BTCEUR,38453.42,38529.05,38204.0,38204.0,38432.24097,38453.34883,20134.1734,0.5236,2022-02-16T14:00:00.000Z,2022-02-16T15:00:00.000Z
BTCEUR,38204.0,38498.24,38204.0,38435.51,38411.70618,38394.62405,2610.83438,0.068,2022-02-16T15:00:00.000Z,2022-02-16T16:00:00.000Z
BTCEUR,38435.51,38436.78,38243.62,38425.0,38336.85931,38292.44502,9990.49888,0.2609,2022-02-16T16:00:00.000Z,2022-02-16T17:00:00.000Z
