pairs,datetime,orderbook,price,amounts
LTCEUR,"2022-03-02, 11:02:55",ask,185.57,0.19
LTCEUR,"2022-03-02, 11:02:55",ask,185.65,0.2
LTCEUR,"2022-03-02, 11:02:55",ask,186.0,1.08
LTCEUR,"2022-03-02, 11:02:55",ask,186.02,0.21
LTCEUR,"2022-03-02, 11:02:55",ask,186.37,0.17
LTCEUR,"2022-03-02, 11:02:55",ask,186.72,0.5
LTCEUR,"2022-03-02, 11:02:55",ask,186.96,0.14
LTCEUR,"2022-03-02, 11:02:55",ask,187.89,0.65
LTCEUR,"2022-03-02, 11:02:55",ask,187.91,0.14
LTCEUR,"2022-03-02, 11:02:55",ask,188.0,0.48
LTCEUR,"2022-03-02, 11:02:55",ask,188.27,0.15
LTCEUR,"2022-03-02, 11:02:55",ask,189.0,0.9
LTCEUR,"2022-03-02, 11:02:55",ask,189.22,0.15
LTCEUR,"2022-03-02, 11:02:55",ask,189.56,1.45
LTCEUR,"2022-03-02, 11:02:55",ask,189.59,0.36
LTCEUR,"2022-03-02, 11:02:55",ask,190.0,12.0
LTCEUR,"2022-03-02, 11:02:55",ask,190.62,0.19
LTCEUR,"2022-03-02, 11:02:55",ask,191.58,0.19
LTCEUR,"2022-03-02, 11:02:55",ask,192.0,10.53
LTCEUR,"2022-03-02, 11:02:55",ask,192.1,0.16
LTCEUR,"2022-03-02, 11:02:55",ask,192.12,0.16
LTCEUR,"2022-03-02, 11:02:55",ask,192.22,0.15
LTCEUR,"2022-03-02, 11:02:55",ask,192.27,1.29
LTCEUR,"2022-03-02, 11:02:55",ask,192.77,0.28
LTCEUR,"2022-03-02, 11:02:55",ask,192.9,4.36
LTCEUR,"2022-03-02, 11:02:55",ask,193.0,1.05
LTCEUR,"2022-03-02, 11:02:55",ask,193.11,0.32
LTCEUR,"2022-03-02, 11:02:55",ask,194.8,3.57
LTCEUR,"2022-03-02, 11:02:55",ask,195.0,1.0
LTCEUR,"2022-03-02, 11:02:55",ask,195.39,0.17
LTCEUR,"2022-03-02, 11:02:55",ask,196.05,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,196.4,0.13
LTCEUR,"2022-03-02, 11:02:55",ask,197.0,1.02
LTCEUR,"2022-03-02, 11:02:55",ask,197.04,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,197.19,0.21
LTCEUR,"2022-03-02, 11:02:55",ask,197.51,0.15
LTCEUR,"2022-03-02, 11:02:55",ask,198.27,0.12
LTCEUR,"2022-03-02, 11:02:55",ask,199.6,0.13
LTCEUR,"2022-03-02, 11:02:55",ask,200.0,10.5
LTCEUR,"2022-03-02, 11:02:55",ask,200.6,0.13
LTCEUR,"2022-03-02, 11:02:55",ask,200.95,0.29
LTCEUR,"2022-03-02, 11:02:55",ask,201.0,1.0
LTCEUR,"2022-03-02, 11:02:55",ask,201.75,0.14
LTCEUR,"2022-03-02, 11:02:55",ask,202.24,0.37
LTCEUR,"2022-03-02, 11:02:55",ask,203.0,12.97
LTCEUR,"2022-03-02, 11:02:55",ask,203.26,0.37
LTCEUR,"2022-03-02, 11:02:55",ask,203.43,0.26
LTCEUR,"2022-03-02, 11:02:55",ask,203.49,2.59
LTCEUR,"2022-03-02, 11:02:55",ask,203.57,0.22
LTCEUR,"2022-03-02, 11:02:55",ask,204.14,0.38
LTCEUR,"2022-03-02, 11:02:55",ask,205.0,1.15
LTCEUR,"2022-03-02, 11:02:55",ask,205.8,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,210.0,4.26
LTCEUR,"2022-03-02, 11:02:55",ask,220.0,5.85
LTCEUR,"2022-03-02, 11:02:55",ask,220.07,0.24
LTCEUR,"2022-03-02, 11:02:55",ask,221.0,0.2
LTCEUR,"2022-03-02, 11:02:55",ask,221.59,19.74
LTCEUR,"2022-03-02, 11:02:55",ask,222.15,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,222.5,0.12
LTCEUR,"2022-03-02, 11:02:55",ask,222.66,0.28
LTCEUR,"2022-03-02, 11:02:55",ask,222.71,7.88
LTCEUR,"2022-03-02, 11:02:55",ask,223.96,0.38
LTCEUR,"2022-03-02, 11:02:55",ask,225.0,3.27
LTCEUR,"2022-03-02, 11:02:55",ask,226.22,0.19
LTCEUR,"2022-03-02, 11:02:55",ask,227.37,0.19
LTCEUR,"2022-03-02, 11:02:55",ask,229.0,0.75
LTCEUR,"2022-03-02, 11:02:55",ask,230.0,5.09
LTCEUR,"2022-03-02, 11:02:55",ask,231.0,0.33
LTCEUR,"2022-03-02, 11:02:55",ask,233.78,0.15
LTCEUR,"2022-03-02, 11:02:55",ask,235.87,0.14
LTCEUR,"2022-03-02, 11:02:55",ask,236.07,11.16
LTCEUR,"2022-03-02, 11:02:55",ask,236.21,2.75
LTCEUR,"2022-03-02, 11:02:55",ask,237.49,0.11
LTCEUR,"2022-03-02, 11:02:55",ask,238.0,0.85
LTCEUR,"2022-03-02, 11:02:55",ask,239.77,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,239.89,0.16
LTCEUR,"2022-03-02, 11:02:55",ask,240.0,3.27
LTCEUR,"2022-03-02, 11:02:55",ask,240.89,0.12
LTCEUR,"2022-03-02, 11:02:55",ask,240.97,0.14
LTCEUR,"2022-03-02, 11:02:55",ask,241.03,0.39
LTCEUR,"2022-03-02, 11:02:55",ask,241.33,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,241.76,0.14
LTCEUR,"2022-03-02, 11:02:55",ask,242.0,1.0
LTCEUR,"2022-03-02, 11:02:55",ask,242.55,0.15
LTCEUR,"2022-03-02, 11:02:55",ask,243.0,0.83
LTCEUR,"2022-03-02, 11:02:55",ask,243.72,0.13
LTCEUR,"2022-03-02, 11:02:55",ask,244.83,0.21
LTCEUR,"2022-03-02, 11:02:55",ask,244.94,0.13
LTCEUR,"2022-03-02, 11:02:55",ask,246.06,0.21
LTCEUR,"2022-03-02, 11:02:55",ask,248.0,43.75
LTCEUR,"2022-03-02, 11:02:55",ask,248.62,4.57
LTCEUR,"2022-03-02, 11:02:55",ask,249.0,0.41
LTCEUR,"2022-03-02, 11:02:55",ask,249.06,0.3
LTCEUR,"2022-03-02, 11:02:55",ask,249.48,6.07
LTCEUR,"2022-03-02, 11:02:55",ask,249.87,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,250.0,2.81
LTCEUR,"2022-03-02, 11:02:55",ask,250.62,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,251.38,2.57
LTCEUR,"2022-03-02, 11:02:55",ask,252.0,0.8
LTCEUR,"2022-03-02, 11:02:55",ask,252.28,0.52
LTCEUR,"2022-03-02, 11:02:55",ask,252.92,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,252.97,0.33
LTCEUR,"2022-03-02, 11:02:55",ask,253.0,0.5
LTCEUR,"2022-03-02, 11:02:55",ask,253.68,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,254.46,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,255.0,10.27
LTCEUR,"2022-03-02, 11:02:55",ask,255.62,1.07
LTCEUR,"2022-03-02, 11:02:55",ask,256.01,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,256.8,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,257.0,0.78
LTCEUR,"2022-03-02, 11:02:55",ask,260.0,13.75
LTCEUR,"2022-03-02, 11:02:55",ask,261.16,0.12
LTCEUR,"2022-03-02, 11:02:55",ask,262.32,0.27
LTCEUR,"2022-03-02, 11:02:55",ask,263.41,2.24
LTCEUR,"2022-03-02, 11:02:55",ask,265.0,0.77
LTCEUR,"2022-03-02, 11:02:55",ask,266.03,0.29
LTCEUR,"2022-03-02, 11:02:55",ask,266.71,0.11
LTCEUR,"2022-03-02, 11:02:55",ask,267.0,0.75
LTCEUR,"2022-03-02, 11:02:55",ask,268.05,0.11
LTCEUR,"2022-03-02, 11:02:55",ask,270.0,1.15
LTCEUR,"2022-03-02, 11:02:55",ask,270.83,0.25
LTCEUR,"2022-03-02, 11:02:55",ask,271.0,0.74
LTCEUR,"2022-03-02, 11:02:55",ask,271.51,0.25
LTCEUR,"2022-03-02, 11:02:55",ask,272.0,0.5
LTCEUR,"2022-03-02, 11:02:55",ask,272.88,0.25
LTCEUR,"2022-03-02, 11:02:55",ask,274.22,0.46
LTCEUR,"2022-03-02, 11:02:55",ask,274.3,0.23
LTCEUR,"2022-03-02, 11:02:55",ask,275.0,1.74
LTCEUR,"2022-03-02, 11:02:55",ask,275.4,0.34
LTCEUR,"2022-03-02, 11:02:55",ask,280.0,48.89
LTCEUR,"2022-03-02, 11:02:55",ask,285.0,1.42
LTCEUR,"2022-03-02, 11:02:55",ask,287.38,0.16
LTCEUR,"2022-03-02, 11:02:55",ask,288.0,0.5
LTCEUR,"2022-03-02, 11:02:55",ask,288.82,0.16
LTCEUR,"2022-03-02, 11:02:55",ask,290.0,32.34
LTCEUR,"2022-03-02, 11:02:55",ask,291.0,0.15
LTCEUR,"2022-03-02, 11:02:55",ask,294.0,10.0
LTCEUR,"2022-03-02, 11:02:55",ask,295.0,0.68
LTCEUR,"2022-03-02, 11:02:55",ask,296.0,10.0
LTCEUR,"2022-03-02, 11:02:55",ask,297.85,0.58
LTCEUR,"2022-03-02, 11:02:55",ask,298.0,1.05
LTCEUR,"2022-03-02, 11:02:55",ask,299.0,1.6
LTCEUR,"2022-03-02, 11:02:55",ask,300.0,49.58
LTCEUR,"2022-03-02, 11:02:55",ask,300.11,0.21
LTCEUR,"2022-03-02, 11:02:55",ask,300.86,0.29
LTCEUR,"2022-03-02, 11:02:55",ask,301.61,0.21
LTCEUR,"2022-03-02, 11:02:55",ask,302.5,1.5
LTCEUR,"2022-03-02, 11:02:55",ask,304.73,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,305.0,0.66
LTCEUR,"2022-03-02, 11:02:55",ask,305.51,1.5
LTCEUR,"2022-03-02, 11:02:55",ask,309.0,0.16
LTCEUR,"2022-03-02, 11:02:55",ask,310.0,5.48
LTCEUR,"2022-03-02, 11:02:55",ask,312.0,0.64
LTCEUR,"2022-03-02, 11:02:55",ask,312.41,0.12
LTCEUR,"2022-03-02, 11:02:55",ask,315.0,0.64
LTCEUR,"2022-03-02, 11:02:55",ask,315.24,0.23
LTCEUR,"2022-03-02, 11:02:55",ask,318.79,10.01
LTCEUR,"2022-03-02, 11:02:55",ask,320.0,2.23
LTCEUR,"2022-03-02, 11:02:55",ask,320.34,0.16
LTCEUR,"2022-03-02, 11:02:55",ask,321.94,0.16
LTCEUR,"2022-03-02, 11:02:55",ask,325.0,2.26
LTCEUR,"2022-03-02, 11:02:55",ask,328.45,0.2
LTCEUR,"2022-03-02, 11:02:55",ask,330.0,1.44
LTCEUR,"2022-03-02, 11:02:55",ask,330.49,0.14
LTCEUR,"2022-03-02, 11:02:55",ask,330.55,0.11
LTCEUR,"2022-03-02, 11:02:55",ask,331.25,0.11
LTCEUR,"2022-03-02, 11:02:55",ask,331.64,1.67
LTCEUR,"2022-03-02, 11:02:55",ask,333.31,1.26
LTCEUR,"2022-03-02, 11:02:55",ask,334.81,0.67
LTCEUR,"2022-03-02, 11:02:55",ask,335.0,0.6
LTCEUR,"2022-03-02, 11:02:55",ask,335.18,0.99
LTCEUR,"2022-03-02, 11:02:55",ask,335.2,4.8
LTCEUR,"2022-03-02, 11:02:55",ask,335.32,1.45
LTCEUR,"2022-03-02, 11:02:55",ask,335.47,3.08
LTCEUR,"2022-03-02, 11:02:55",ask,335.49,1.38
LTCEUR,"2022-03-02, 11:02:55",ask,335.57,2.06
LTCEUR,"2022-03-02, 11:02:55",ask,335.59,4.01
LTCEUR,"2022-03-02, 11:02:55",ask,335.77,0.2
LTCEUR,"2022-03-02, 11:02:55",ask,336.32,0.2
LTCEUR,"2022-03-02, 11:02:55",ask,337.88,0.2
LTCEUR,"2022-03-02, 11:02:55",ask,338.0,1.16
LTCEUR,"2022-03-02, 11:02:55",ask,338.35,0.2
LTCEUR,"2022-03-02, 11:02:55",ask,338.49,0.12
LTCEUR,"2022-03-02, 11:02:55",ask,338.92,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,340.0,1.53
LTCEUR,"2022-03-02, 11:02:55",ask,341.83,1.0
LTCEUR,"2022-03-02, 11:02:55",ask,341.85,10.0
LTCEUR,"2022-03-02, 11:02:55",ask,347.0,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,348.63,0.45
LTCEUR,"2022-03-02, 11:02:55",ask,350.0,10.8
LTCEUR,"2022-03-02, 11:02:55",ask,360.0,1.43
LTCEUR,"2022-03-02, 11:02:55",ask,365.0,0.55
LTCEUR,"2022-03-02, 11:02:55",ask,367.0,0.55
LTCEUR,"2022-03-02, 11:02:55",ask,380.0,2.08
LTCEUR,"2022-03-02, 11:02:55",ask,384.69,5.0
LTCEUR,"2022-03-02, 11:02:55",ask,390.0,1.5
LTCEUR,"2022-03-02, 11:02:55",ask,393.13,10.0
LTCEUR,"2022-03-02, 11:02:55",ask,395.0,25.0
LTCEUR,"2022-03-02, 11:02:55",ask,400.0,1.08
LTCEUR,"2022-03-02, 11:02:55",ask,410.0,1.0
LTCEUR,"2022-03-02, 11:02:55",ask,420.0,0.18
LTCEUR,"2022-03-02, 11:02:55",ask,449.0,2.0
LTCEUR,"2022-03-02, 11:02:55",ask,450.0,3.0
LTCEUR,"2022-03-02, 11:02:55",ask,452.1,10.0
LTCEUR,"2022-03-02, 11:02:55",ask,455.0,0.44
LTCEUR,"2022-03-02, 11:02:55",ask,489.16,1.75
LTCEUR,"2022-03-02, 11:02:55",ask,500.0,3.27
LTCEUR,"2022-03-02, 11:02:55",ask,519.91,5.0
LTCEUR,"2022-03-02, 11:02:55",ask,560.0,0.1
LTCEUR,"2022-03-02, 11:02:55",ask,597.9,5.0
LTCEUR,"2022-03-02, 11:02:55",ask,818.0,26.34
LTCEUR,"2022-03-02, 11:02:55",ask,880.0,13.24
LTCEUR,"2022-03-02, 11:02:55",ask,1000.0,2.0
LTCEUR,"2022-03-02, 11:02:55",ask,1200.0,1.82
LTCEUR,"2022-03-02, 11:02:55",ask,1540.35,8.33
LTCEUR,"2022-03-02, 11:02:55",ask,1800.0,4.0
LTCEUR,"2022-03-02, 11:02:55",ask,2202.3,23.95
LTCEUR,"2022-03-02, 11:02:55",ask,9999.0,1.82
LTCEUR,"2022-03-02, 11:02:55",ask,10000.0,1.0
LTCEUR,"2022-03-02, 11:02:55",bid,101.26,2.76
LTCEUR,"2022-03-02, 11:02:55",bid,101.25,40.55
LTCEUR,"2022-03-02, 11:02:55",bid,100.76,3.15
LTCEUR,"2022-03-02, 11:02:55",bid,100.74,0.17
LTCEUR,"2022-03-02, 11:02:55",bid,100.7,4.18
LTCEUR,"2022-03-02, 11:02:55",bid,100.5,3.0
LTCEUR,"2022-03-02, 11:02:55",bid,100.4,2.62
LTCEUR,"2022-03-02, 11:02:55",bid,100.39,0.17
LTCEUR,"2022-03-02, 11:02:55",bid,100.32,0.18
LTCEUR,"2022-03-02, 11:02:55",bid,100.3,0.38
LTCEUR,"2022-03-02, 11:02:55",bid,100.18,5.57
LTCEUR,"2022-03-02, 11:02:55",bid,100.08,3.71
LTCEUR,"2022-03-02, 11:02:55",bid,100.04,0.17
LTCEUR,"2022-03-02, 11:02:55",bid,100.0,2.0
LTCEUR,"2022-03-02, 11:02:55",bid,99.83,0.18
LTCEUR,"2022-03-02, 11:02:55",bid,99.69,0.17
LTCEUR,"2022-03-02, 11:02:55",bid,99.59,0.2
LTCEUR,"2022-03-02, 11:02:55",bid,99.57,0.2
LTCEUR,"2022-03-02, 11:02:55",bid,99.51,0.39
LTCEUR,"2022-03-02, 11:02:55",bid,99.48,0.32
LTCEUR,"2022-03-02, 11:02:55",bid,99.45,0.14
LTCEUR,"2022-03-02, 11:02:55",bid,99.41,0.31
LTCEUR,"2022-03-02, 11:02:55",bid,99.34,0.39
LTCEUR,"2022-03-02, 11:02:55",bid,99.19,0.19
LTCEUR,"2022-03-02, 11:02:55",bid,99.07,0.39
LTCEUR,"2022-03-02, 11:02:55",bid,99.01,0.18
LTCEUR,"2022-03-02, 11:02:55",bid,99.0,0.17
LTCEUR,"2022-03-02, 11:02:55",bid,98.92,0.31
LTCEUR,"2022-03-02, 11:02:55",bid,98.58,0.19
LTCEUR,"2022-03-02, 11:02:55",bid,98.4,0.15
LTCEUR,"2022-03-02, 11:02:55",bid,98.21,0.22
LTCEUR,"2022-03-02, 11:02:55",bid,97.92,0.15
LTCEUR,"2022-03-02, 11:02:55",bid,97.62,18.14
LTCEUR,"2022-03-02, 11:02:55",bid,97.37,0.24
LTCEUR,"2022-03-02, 11:02:55",bid,97.19,0.36
LTCEUR,"2022-03-02, 11:02:55",bid,97.09,0.22
LTCEUR,"2022-03-02, 11:02:55",bid,96.89,0.24
LTCEUR,"2022-03-02, 11:02:55",bid,96.71,0.36
LTCEUR,"2022-03-02, 11:02:55",bid,96.48,0.35
LTCEUR,"2022-03-02, 11:02:55",bid,96.03,0.25
LTCEUR,"2022-03-02, 11:02:55",bid,95.99,0.23
LTCEUR,"2022-03-02, 11:02:55",bid,95.56,0.25
LTCEUR,"2022-03-02, 11:02:55",bid,95.33,0.34
LTCEUR,"2022-03-02, 11:02:55",bid,94.9,0.23
LTCEUR,"2022-03-02, 11:02:55",bid,94.39,0.17
LTCEUR,"2022-03-02, 11:02:55",bid,94.0,0.9
LTCEUR,"2022-03-02, 11:02:55",bid,93.93,0.17
LTCEUR,"2022-03-02, 11:02:55",bid,93.86,0.3
LTCEUR,"2022-03-02, 11:02:55",bid,93.82,0.23
LTCEUR,"2022-03-02, 11:02:55",bid,92.93,0.15
LTCEUR,"2022-03-02, 11:02:55",bid,92.54,0.76
LTCEUR,"2022-03-02, 11:02:55",bid,92.46,0.15
LTCEUR,"2022-03-02, 11:02:55",bid,92.0,0.1
LTCEUR,"2022-03-02, 11:02:55",bid,91.74,0.13
LTCEUR,"2022-03-02, 11:02:55",bid,91.32,0.11
LTCEUR,"2022-03-02, 11:02:55",bid,90.91,3.86
LTCEUR,"2022-03-02, 11:02:55",bid,90.87,0.19
LTCEUR,"2022-03-02, 11:02:55",bid,90.84,0.24
LTCEUR,"2022-03-02, 11:02:55",bid,90.67,0.54
LTCEUR,"2022-03-02, 11:02:55",bid,90.64,2.23
LTCEUR,"2022-03-02, 11:02:55",bid,90.41,0.19
LTCEUR,"2022-03-02, 11:02:55",bid,90.0,1.0
LTCEUR,"2022-03-02, 11:02:55",bid,89.65,0.3
LTCEUR,"2022-03-02, 11:02:55",bid,88.52,0.4
LTCEUR,"2022-03-02, 11:02:55",bid,88.0,1.0
LTCEUR,"2022-03-02, 11:02:55",bid,87.51,0.5
LTCEUR,"2022-03-02, 11:02:55",bid,86.44,0.6
LTCEUR,"2022-03-02, 11:02:55",bid,85.52,0.7
LTCEUR,"2022-03-02, 11:02:55",bid,84.6,0.8
LTCEUR,"2022-03-02, 11:02:55",bid,83.47,0.9
LTCEUR,"2022-03-02, 11:02:55",bid,82.49,1.0
LTCEUR,"2022-03-02, 11:02:55",bid,81.0,1.0
LTCEUR,"2022-03-02, 11:02:55",bid,75.0,3.0
LTCEUR,"2022-03-02, 11:02:55",bid,72.0,1.2
LTCEUR,"2022-03-02, 11:02:55",bid,67.77,4.42
LTCEUR,"2022-03-02, 11:02:55",bid,65.0,0.1
LTCEUR,"2022-03-02, 11:02:55",bid,62.0,1.7
LTCEUR,"2022-03-02, 11:02:55",bid,60.0,0.1
LTCEUR,"2022-03-02, 11:02:55",bid,58.0,0.2
LTCEUR,"2022-03-02, 11:02:55",bid,56.5,2.0
LTCEUR,"2022-03-02, 11:02:55",bid,55.0,0.2
LTCEUR,"2022-03-02, 11:02:55",bid,53.0,0.2
LTCEUR,"2022-03-02, 11:02:55",bid,50.0,120.5
LTCEUR,"2022-03-02, 11:02:55",bid,49.0,1.78
LTCEUR,"2022-03-02, 11:02:55",bid,48.0,0.2
LTCEUR,"2022-03-02, 11:02:55",bid,45.0,0.2
LTCEUR,"2022-03-02, 11:02:55",bid,40.0,1.0
LTCEUR,"2022-03-02, 11:02:55",bid,35.0,12.18
LTCEUR,"2022-03-02, 11:02:55",bid,31.0,3.0
LTCEUR,"2022-03-02, 11:02:55",bid,26.9,0.2
LTCEUR,"2022-03-02, 11:02:55",bid,26.77,0.2
LTCEUR,"2022-03-02, 11:02:55",bid,26.5,0.4
LTCEUR,"2022-03-02, 11:02:55",bid,25.0,32.19
LTCEUR,"2022-03-02, 11:02:55",bid,23.0,15.87
LTCEUR,"2022-03-02, 11:02:55",bid,20.0,50.0
LTCEUR,"2022-03-02, 11:02:55",bid,15.89,60.18
LTCEUR,"2022-03-02, 11:02:55",bid,12.0,0.01
LTCEUR,"2022-03-02, 11:02:55",bid,11.0,0.11
LTCEUR,"2022-03-02, 11:02:55",bid,10.8,0.27
LTCEUR,"2022-03-02, 11:02:55",bid,10.0,0.1
LTCEUR,"2022-03-02, 11:02:55",bid,9.84,1.0
LTCEUR,"2022-03-02, 11:02:55",bid,8.1,1.0
LTCEUR,"2022-03-02, 11:02:55",bid,8.0,31.25
LTCEUR,"2022-03-02, 11:02:55",bid,5.0,50.0
LTCEUR,"2022-03-02, 11:02:55",bid,2.9,6.05
LTCEUR,"2022-03-02, 11:02:55",bid,1.35,20.0
LTCEUR,"2022-03-02, 11:02:55",bid,1.33,10.0
LTCEUR,"2022-03-02, 11:02:55",bid,1.1,972.18
LTCEUR,"2022-03-02, 11:02:55",bid,1.0,1.0
LTCEUR,"2022-03-02, 11:02:55",bid,0.26,280.0
LTCEUR,"2022-03-02, 11:02:55",bid,0.12,1000.0
SACUSDT,"2022-03-02, 11:54:23",ask,0.488,5064.0
SACUSDT,"2022-03-02, 11:54:23",ask,0.48954,3514.0
SACUSDT,"2022-03-02, 11:54:23",ask,0.49,890.0
SACUSDT,"2022-03-02, 11:54:23",ask,0.495,5000.0
SACUSDT,"2022-03-02, 11:54:23",ask,0.5,19922.0
SACUSDT,"2022-03-02, 11:54:23",ask,0.50156,4500.0
SACUSDT,"2022-03-02, 11:54:23",ask,0.51,1469.0
SACUSDT,"2022-03-02, 11:54:23",ask,0.99,10.0
SACUSDT,"2022-03-02, 11:54:23",bid,0.485,129.0
SACUSDT,"2022-03-02, 11:54:23",bid,0.48,477.0
SACUSDT,"2022-03-02, 11:54:23",bid,0.09,65.0
SACUSDT,"2022-03-02, 11:54:23",bid,0.08,50.0
SACUSDT,"2022-03-02, 11:54:23",bid,0.01,3692.0
SACUSDT,"2022-03-02, 12:04:55",ask,0.488,5064.0
SACUSDT,"2022-03-02, 12:04:55",ask,0.48954,3514.0
SACUSDT,"2022-03-02, 12:04:55",ask,0.49,890.0
SACUSDT,"2022-03-02, 12:04:55",ask,0.495,5000.0
SACUSDT,"2022-03-02, 12:04:55",ask,0.5,19922.0
SACUSDT,"2022-03-02, 12:04:55",ask,0.50156,4500.0
SACUSDT,"2022-03-02, 12:04:55",ask,0.51,1469.0
SACUSDT,"2022-03-02, 12:04:55",bid,0.485,119.0
SACUSDT,"2022-03-02, 12:04:55",bid,0.48,477.0
SACUSDT,"2022-03-02, 12:04:55",bid,0.09,65.0
SACUSDT,"2022-03-02, 12:04:55",bid,0.08,50.0
SACUSDT,"2022-03-02, 12:04:55",bid,0.01,3692.0
SACUSDT,"2022-03-02, 12:05:18",ask,0.488,5064.0
SACUSDT,"2022-03-02, 12:05:18",ask,0.48954,3514.0
SACUSDT,"2022-03-02, 12:05:18",ask,0.49,890.0
SACUSDT,"2022-03-02, 12:05:18",ask,0.495,5000.0
SACUSDT,"2022-03-02, 12:05:18",ask,0.5,19922.0
SACUSDT,"2022-03-02, 12:05:18",ask,0.50156,4500.0
SACUSDT,"2022-03-02, 12:05:18",ask,0.51,1469.0
SACUSDT,"2022-03-02, 12:05:18",bid,0.485,119.0
SACUSDT,"2022-03-02, 12:05:18",bid,0.48,477.0
SACUSDT,"2022-03-02, 12:05:18",bid,0.09,65.0
SACUSDT,"2022-03-02, 12:05:18",bid,0.08,50.0
SACUSDT,"2022-03-02, 12:05:18",bid,0.01,3692.0
SACUSDT,"2022-03-02, 12:08:20",ask,0.488,5064.0
SACUSDT,"2022-03-02, 12:08:20",ask,0.48954,3514.0
SACUSDT,"2022-03-02, 12:08:20",ask,0.49,890.0
SACUSDT,"2022-03-02, 12:08:20",ask,0.495,5000.0
SACUSDT,"2022-03-02, 12:08:20",ask,0.5,19922.0
SACUSDT,"2022-03-02, 12:08:20",ask,0.50156,4500.0
SACUSDT,"2022-03-02, 12:08:20",ask,0.51,1469.0
SACUSDT,"2022-03-02, 12:08:20",bid,0.485,119.0
SACUSDT,"2022-03-02, 12:08:20",bid,0.48,477.0
SACUSDT,"2022-03-02, 12:08:20",bid,0.09,65.0
SACUSDT,"2022-03-02, 12:08:20",bid,0.08,50.0
SACUSDT,"2022-03-02, 12:08:20",bid,0.01,3692.0
